participant,action,verb,noun
P04,shake(hand),shake,hand
P04,shake(jug),shake,jug
P04,shake(knife),shake,knife
P04,shake(label),shake,label
P04,shake(ladle),shake,ladle
P04,shake(lemon),shake,lemon
P04,shake(lettuce),shake,lettuce
P04,shake(lid),shake,lid
P04,shake(mushroom),shake,mushroom
P04,shake(oven),shake,oven
P04,shake(package),shake,package
P04,shake(pan),shake,pan
P04,shake(pepper),shake,pepper
P04,shake(pestle),shake,pestle
P04,shake(plate),shake,plate
P04,shake(potato),shake,potato
P04,shake(salad),shake,salad
P04,shake(salt),shake,salt
P04,shake(spatula),shake,spatula
P04,shake(sponge),shake,sponge
P04,shake(spoon),shake,spoon
P04,shake(tongs),shake,tongs
P04,shake(water),shake,water
P04,shake(whisk),shake,whisk
P04,shake(wrap),shake,wrap
P04,slide(board:chopping),slide,board:chopping
P04,slide(box),slide,box
P04,slide(plate),slide,plate
P04,slide(scale),slide,scale
P04,slide(spatula),slide,spatula
P04,sort(bowl),sort,bowl
P04,sort(chicken),sort,chicken
P04,sort(container),sort,container
P04,sort(plate),sort,plate
P04,sort(recipe),sort,recipe
P04,sort(shell:egg),sort,shell:egg
P04,sort(tomato),sort,tomato
P04,spray(liquid:washing),spray,liquid:washing
P04,spray(stand),spray,stand
P04,sprinkle(coriander),sprinkle,coriander
P04,sprinkle(curry),sprinkle,curry
P04,sprinkle(oil),sprinkle,oil
P04,sprinkle(sauce),sprinkle,sauce
P04,sprinkle(tomato),sprinkle,tomato
P04,sprinkle(water),sprinkle,water
P04,squeeze(bag),squeeze,bag
P04,squeeze(bottle),squeeze,bottle
P04,squeeze(bowl),squeeze,bowl
P04,squeeze(can),squeeze,can
P04,squeeze(chicken),squeeze,chicken
P04,squeeze(cloth),squeeze,cloth
P04,squeeze(clothes),squeeze,clothes
P04,squeeze(container),squeeze,container
P04,squeeze(food),squeeze,food
P04,squeeze(hand),squeeze,hand
P04,squeeze(jar),squeeze,jar
P04,squeeze(juice),squeeze,juice
P04,squeeze(leaf),squeeze,leaf
P04,squeeze(lemon),squeeze,lemon
P04,squeeze(lid),squeeze,lid
P04,squeeze(opener:bottle),squeeze,opener:bottle
P04,squeeze(package),squeeze,package
P04,squeeze(pan),squeeze,pan
P04,squeeze(pepper),squeeze,pepper
P04,squeeze(plate),squeeze,plate
P04,squeeze(potato),squeeze,potato
P04,squeeze(rice),squeeze,rice
P04,squeeze(rubber),squeeze,rubber
P04,squeeze(spatula),squeeze,spatula
P04,squeeze(sponge),squeeze,sponge
P04,squeeze(spoon),squeeze,spoon
P04,squeeze(tomato),squeeze,tomato
P04,squeeze(tongs),squeeze,tongs
P04,squeeze(top),squeeze,top
P04,squeeze(whisk),squeeze,whisk
P04,stab(bag),stab,bag
P04,stab(chicken),stab,chicken
P04,stretch(cloth),stretch,cloth
P04,stretch(cutter:pizza),stretch,cutter:pizza
P04,stretch(rubber),stretch,rubber
P04,take(bag),take,bag
P04,take(basil),take,basil
P04,take(bin),take,bin
P04,take(board:chopping),take,board:chopping
P04,take(book),take,book
P04,take(bottle),take,bottle
P04,take(bowl),take,bowl
P04,take(box),take,box
P04,take(brush),take,brush
P04,take(can),take,can
P04,take(cap),take,cap
P04,take(chicken),take,chicken
P04,take(chilli),take,chilli
P04,take(cloth),take,cloth
P04,take(clothes),take,clothes
P04,take(colander),take,colander
P04,take(container),take,container
P04,take(coriander),take,coriander
P04,take(cover),take,cover
P04,take(cup),take,cup
P04,take(cupboard),take,cupboard
P04,take(curry),take,curry
P04,take(cutlery),take,cutlery
P04,take(egg),take,egg
P04,take(flour),take,flour
P04,take(food),take,food
P04,take(fork),take,fork
P04,take(fridge),take,fridge
P04,take(garlic),take,garlic
P04,take(ginger),take,ginger
P04,take(glass),take,glass
P04,take(hand),take,hand
P04,take(handle),take,handle
P04,take(hob),take,hob
P04,take(holder),take,holder
P04,take(jar),take,jar
P04,take(jug),take,jug
P04,take(kitchen),take,kitchen
P04,take(knife),take,knife
P04,take(label),take,label
P04,take(ladle),take,ladle
P04,take(leaf),take,leaf
P04,take(lemon),take,lemon
P04,take(lentil),take,lentil
P04,take(lettuce),take,lettuce
P04,take(lid),take,lid
P04,take(liquid),take,liquid
P04,take(liquid:washing),take,liquid:washing
P04,take(mixture),take,mixture
P04,take(mushroom),take,mushroom
P04,take(nut),take,nut
P04,take(oil),take,oil
P04,take(onion),take,onion
P04,take(oven),take,oven
P04,take(package),take,package
P04,take(pan),take,pan
P04,take(paper),take,paper
P04,take(pen),take,pen
P04,take(pepper),take,pepper
P04,take(pestle),take,pestle
P04,take(plate),take,plate
P04,take(potato),take,potato
P04,take(powder),take,powder
P04,take(rack:drying),take,rack:drying
P04,take(rest),take,rest
P04,take(rice),take,rice
P04,take(roll),take,roll
P04,take(rubber),take,rubber
P04,take(rubbish),take,rubbish
P04,take(salt),take,salt
P04,take(sauce),take,sauce
P04,take(scale),take,scale
P04,take(scissors),take,scissors
P04,take(seed),take,seed
P04,take(sink),take,sink
P04,take(skin),take,skin
P04,take(spatula),take,spatula
P04,take(sponge),take,sponge
P04,take(spoon),take,spoon
P04,take(stalk),take,stalk
P04,take(tablet),take,tablet
P04,take(tap),take,tap
P04,take(tomato),take,tomato
P04,take(tongs),take,tongs
P04,take(top),take,top
P04,take(towel),take,towel
P04,take(tray),take,tray
P04,take(utensil),take,utensil
P04,take(vegetable),take,vegetable
P04,take(water),take,water
P04,take(whisk),take,whisk
P04,take(wrap),take,wrap
P04,take(yoghurt),take,yoghurt
P04,throw(bag),throw,bag
P04,throw(can),throw,can
P04,throw(coriander),throw,coriander
P04,throw(food),throw,food
P04,throw(ginger),throw,ginger
P04,throw(leaf),throw,leaf
P04,throw(lemon),throw,lemon
P04,throw(lettuce),throw,lettuce
P04,throw(onion),throw,onion
P04,throw(package),throw,package
P04,throw(paper),throw,paper
P04,throw(pepper),throw,pepper
P04,throw(potato),throw,potato
P04,throw(rubbish),throw,rubbish
P04,throw(seed),throw,seed
P04,throw(shell:egg),throw,shell:egg
P04,throw(skin),throw,skin
P04,throw(stalk),throw,stalk
P04,throw(tea),throw,tea
P04,transition(hob),transition,hob
P04,transition(kitchen),transition,kitchen
P04,turn(bag),turn,bag
P04,turn(board:chopping),turn,board:chopping
P04,turn(bowl),turn,bowl
P04,turn(box),turn,box
P04,turn(chicken),turn,chicken
P04,turn(container),turn,container
P04,turn(coriander),turn,coriander
P04,turn(cup),turn,cup
P04,turn(face),turn,face
P04,turn(garlic),turn,garlic
P04,turn(ginger),turn,ginger
P04,turn(hand),turn,hand
P04,turn(jar),turn,jar
P04,turn(jug),turn,jug
P04,turn(knife),turn,knife
P04,turn(ladle),turn,ladle
P04,turn(lettuce),turn,lettuce
P04,turn(lid),turn,lid
P04,turn(liquid:washing),turn,liquid:washing
P04,turn(mushroom),turn,mushroom
P04,turn(onion),turn,onion
P04,turn(oven),turn,oven
P04,turn(pan),turn,pan
P04,turn(pepper),turn,pepper
P04,turn(pestle),turn,pestle
P04,turn(plate),turn,plate
P04,turn(potato),turn,potato
P04,turn(scissors),turn,scissors
P04,turn(spatula),turn,spatula
P04,turn(sponge),turn,sponge
P04,turn(spoon),turn,spoon
P04,turn(tap),turn,tap
P04,turn(tomato),turn,tomato
P04,turn(top),turn,top
P04,turn(whisk),turn,whisk
P04,turn(wrap),turn,wrap
P04,turn-down(heat),turn-down,heat
P04,turn-down(hob),turn-down,hob
P04,turn-down(pan),turn-down,pan
P04,turn-down(water),turn-down,water
P04,turn-off(button),turn-off,button
P04,turn-off(handle),turn-off,handle
P04,turn-off(heat),turn-off,heat
P04,turn-off(hob),turn-off,hob
P04,turn-off(power),turn-off,power
P04,turn-off(scale),turn-off,scale
P04,turn-off(tap),turn-off,tap
P04,turn-off(water),turn-off,water
P04,turn-on(button),turn-on,button
P04,turn-on(cellar:salt),turn-on,cellar:salt
P04,turn-on(handle),turn-on,handle
P04,turn-on(hob),turn-on,hob
P04,turn-on(knife),turn-on,knife
P04,turn-on(liquid:washing),turn-on,liquid:washing
P04,turn-on(potato),turn-on,potato
P04,turn-on(power),turn-on,power
P04,turn-on(scale),turn-on,scale
P04,turn-on(tap),turn-on,tap
P04,unlock(hand),unlock,hand
P04,unlock(lid),unlock,lid
P04,unlock(package),unlock,package
P04,unroll(paper),unroll,paper
P04,unscrew(bottle),unscrew,bottle
P04,unscrew(cap),unscrew,cap
P04,unscrew(jar),unscrew,jar
P04,unscrew(lid),unscrew,lid
P04,unscrew(rubber),unscrew,rubber
P04,unwrap(bag),unwrap,bag
P04,unwrap(package),unwrap,package
P04,wash(board:chopping),wash,board:chopping
P04,wash(bottle),wash,bottle
P04,wash(bowl),wash,bowl
P04,wash(box),wash,box
P04,wash(brush),wash,brush
P04,wash(chicken),wash,chicken
P04,wash(container),wash,container
P04,wash(coriander),wash,coriander
P04,wash(cup),wash,cup
P04,wash(curry),wash,curry
P04,wash(glass),wash,glass
P04,wash(hand),wash,hand
P04,wash(hob),wash,hob
P04,wash(jug),wash,jug
P04,wash(knife),wash,knife
P04,wash(ladle),wash,ladle
P04,wash(lemon),wash,lemon
P04,wash(lettuce),wash,lettuce
P04,wash(lid),wash,lid
P04,wash(liquid:washing),wash,liquid:washing
P04,wash(mushroom),wash,mushroom
P04,wash(oil),wash,oil
P04,wash(oven),wash,oven
P04,wash(pan),wash,pan
P04,wash(pepper),wash,pepper
P04,wash(pestle),wash,pestle
P04,wash(plate),wash,plate
P04,wash(potato),wash,potato
P04,wash(rubber),wash,rubber
P04,wash(rubbish),wash,rubbish
P04,wash(sauce),wash,sauce
P04,wash(scale),wash,scale
P04,wash(spatula),wash,spatula
P04,wash(sponge),wash,sponge
P04,wash(spoon),wash,spoon
P04,wash(tongs),wash,tongs
P04,wash(top),wash,top
P04,wash(water),wash,water
P04,wash(whisk),wash,whisk
P04,water(plate),water,plate
P04,wrap(bag),wrap,bag
P04,wrap(hand),wrap,hand
P04,wrap(lid),wrap,lid
P04,wrap(rubber),wrap,rubber
P04,write(bowl),write,bowl
P04,write(clothes),write,clothes
P04,write(egg),write,egg
P04,write(food),write,food
P04,write(garlic),write,garlic
P04,write(lemon),write,lemon
P04,write(lettuce),write,lettuce
P04,write(nut),write,nut
P04,write(onion),write,onion
P04,write(paper),write,paper
P04,write(potato),write,potato
P04,write(recipe),write,recipe
P04,write(scale),write,scale
P04,write(tomato),write,tomato
P04,write(tv),write,tv
P04,write(vegetable),write,vegetable
P04,write(water),write,water
P05,add(alarm),add,alarm
P05,add(bacon),add,bacon
P05,add(banana),add,banana
P05,add(board:chopping),add,board:chopping
P05,add(bottle),add,bottle
P05,add(food),add,food
P05,add(lid),add,lid
P05,add(mixture),add,mixture
P05,add(nut),add,nut
P05,add(oil),add,oil
P05,add(onion),add,onion
P05,add(rest),add,rest
P05,add(rice),add,rice
P05,add(salt),add,salt
P05,add(sauce),add,sauce
P05,add(scale),add,scale
P05,add(shell:egg),add,shell:egg
P05,add(spinach),add,spinach
P05,add(spoon),add,spoon
P05,add(water),add,water
P05,adjust(blender),adjust,blender
P05,adjust(board:chopping),adjust,board:chopping
P05,adjust(bowl),adjust,bowl
P05,adjust(box),adjust,box
P05,adjust(cheese),adjust,cheese
P05,adjust(chilli),adjust,chilli
P05,adjust(colander),adjust,colander
P05,adjust(container),adjust,container
P05,adjust(cup),adjust,cup
P05,adjust(cutlery),adjust,cutlery
P05,adjust(fork),adjust,fork
P05,adjust(glove),adjust,glove
P05,adjust(lid),adjust,lid
P05,adjust(machine:washing),adjust,machine:washing
P05,adjust(nut),adjust,nut
P05,adjust(pan),adjust,pan
P05,adjust(pillow),adjust,pillow
P05,adjust(plate),adjust,plate
P05,adjust(pot),adjust,pot
P05,adjust(salmon),adjust,salmon
P05,adjust(spice),adjust,spice
P05,adjust(stand),adjust,stand
P05,adjust(tap),adjust,tap
P05,adjust(wrap:plastic),adjust,wrap:plastic
P05,apply(cloth),apply,cloth
P05,apply(liquid),apply,liquid
P05,apply(liquid:washing),apply,liquid:washing
P05,attach(blender),attach,blender
P05,break(banana),break,banana
P05,break(board:chopping),break,board:chopping
P05,break(egg),break,egg
P05,break(garlic),break,garlic
P05,break(milk),break,milk
P05,break(plum),break,plum
P05,break(rice),break,rice
P05,break(tomato),break,tomato
P05,brush(colander),brush,colander
P05,brush(knife),brush,knife
P05,brush(onion),brush,onion
P05,brush(rubbish),brush,rubbish
P05,brush(skin),brush,skin
P05,carry(bowl),carry,bowl
P05,carry(cocktail),carry,cocktail
P05,carry(glass),carry,glass
P05,check(alarm),check,alarm
P05,check(bacon),check,bacon
P05,check(cheese),check,cheese
P05,check(chocolate),check,chocolate
P05,check(cup),check,cup
P05,check(cupboard),check,cupboard
P05,check(drawer),check,drawer
P05,check(microwave),check,microwave
P05,check(milk),check,milk
P05,check(oatmeal),check,oatmeal
P05,check(package),check,package
P05,check(pan),check,pan
P05,choose(bacon),choose,bacon
P05,choose(knife),choose,knife
P05,choose(spoon),choose,spoon
P05,close(box),close,box
P05,close(container),close,container
P05,close(cupboard),close,cupboard
P05,close(dishwasher),close,dishwasher
P05,close(drawer),close,drawer
P05,close(fridge),close,fridge
P05,close(hand),close,hand
P05,close(lid),close,lid
P05,close(top),close,top
P05,coat(blender),coat,blender
P05,crush(basil),crush,basil
P05,crush(dough),crush,dough
P05,crush(garlic),crush,garlic
P05,crush(nut),crush,nut
P05,cut(bacon),cut,bacon
P05,cut(banana),cut,banana
P05,cut(carrot),cut,carrot
P05,cut(chilli),cut,chilli
P05,cut(clip),cut,clip
P05,cut(coriander),cut,coriander
P05,cut(drawer),cut,drawer
P05,cut(finger:lady),cut,finger:lady
P05,cut(garlic),cut,garlic
P05,cut(hand),cut,hand
P05,cut(lettuce),cut,lettuce
P05,cut(onion),cut,onion
P05,cut(onion:spring),cut,onion:spring
P05,cut(package),cut,package
P05,cut(rest),cut,rest
P05,cut(skin),cut,skin
P05,cut(spinach),cut,spinach
P05,cut(stalk),cut,stalk
P05,cut(tomato),cut,tomato
P05,cut(wall),cut,wall
P05,divide(carrot),divide,carrot
P05,divide(chocolate),divide,chocolate
P05,divide(egg),divide,egg
P05,divide(food),divide,food
P05,divide(garlic),divide,garlic
P05,divide(package),divide,package
P05,divide(plate),divide,plate
P05,drink(glass),drink,glass
P05,drink(water),drink,water
P05,drop(mango),drop,mango
P05,dry(hand),dry,hand
P05,dry(knife),dry,knife
P05,eat(curry),eat,curry
P05,eat(finger:lady),eat,finger:lady
P05,eat(hand),eat,hand
P05,eat(mixture),eat,mixture
P05,eat(oatmeal),eat,oatmeal
P05,eat(pasta),eat,pasta
P05,eat(rice),eat,rice
P05,eat(salad),eat,salad
P05,eat(sauce),eat,sauce
P05,eat(spoon),eat,spoon
P05,empty(bowl),empty,bowl
P05,empty(container),empty,container
P05,empty(egg),empty,egg
P05,empty(flour),empty,flour
P05,empty(pasta),empty,pasta
P05,empty(water),empty,water
P05,feel(spoon),feel,spoon
P05,feel(top),feel,top
P05,fill(glass),fill,glass
P05,fill(kettle),fill,kettle
P05,finish(alarm),finish,alarm
P05,finish(clothes),finish,clothes
P05,finish(cupboard),finish,cupboard
P05,flatten(can),flatten,can
P05,flatten(curry),flatten,curry
P05,flip(banana),flip,banana
P05,flip(bowl),flip,bowl
P05,flip(carrot),flip,carrot
P05,flip(cheese),flip,cheese
P05,flip(colander),flip,colander
P05,flip(garlic),flip,garlic
P05,flip(knife),flip,knife
P05,flip(lid),flip,lid
P05,flip(onion),flip,onion
P05,flip(package),flip,package
P05,fold(bag),fold,bag
P05,fold(cloth),fold,cloth
P05,fold(package),fold,package
P05,fold(paper),fold,paper
P05,grate(cheese),grate,cheese
P05,grate(lentil),grate,lentil
P05,hang(colander),hang,colander
P05,hang(cup),hang,cup
P05,hang(ladle),hang,ladle
P05,hang(oven),hang,oven
P05,hang(towel),hang,towel
P05,hold(button),hold,button
P05,hold(can),hold,can
P05,hold(cupboard),hold,cupboard
P05,hold(food),hold,food
P05,hold(hand),hold,hand
P05,hold(package),hold,package
P05,hold(pan),hold,pan
P05,hold(spoon),hold,spoon
P05,increase(machine:washing),increase,machine:washing
P05,insert(blender),insert,blender
P05,insert(hand),insert,hand
P05,insert(pan),insert,pan
P05,insert(spoon),insert,spoon
P05,insert(tv),insert,tv
P05,let-go(hand),let-go,hand
P05,let-go(sink),let-go,sink
P05,lift(bacon),lift,bacon
P05,lift(basil),lift,basil
P05,lift(blender),lift,blender
P05,lift(bowl),lift,bowl
P05,lift(can),lift,can
P05,lift(lid),lift,lid
P05,lift(package),lift,package
P05,lift(pan),lift,pan
P05,lift(pestle),lift,pestle
P05,lift(plate),lift,plate
P05,lift(scale),lift,scale
P05,lift(top),lift,top
P05,lock(phone),lock,phone
P05,look(lid),look,lid
P05,look(microwave),look,microwave
P05,look(mixture),look,mixture
P05,look(nut),look,nut
P05,look(package),look,package
P05,look(recipe),look,recipe
P05,look(sauce),look,sauce
P05,look(spoon),look,spoon
P05,measure(bag),measure,bag
P05,measure(cheese),measure,cheese
P05,measure(curry),measure,curry
P05,measure(food),measure,food
P05,measure(lettuce),measure,lettuce
P05,measure(nut),measure,nut
P05,measure(salt),measure,salt
P05,measure(spoon),measure,spoon
P05,mix(bacon),mix,bacon
P05,mix(bag),mix,bag
P05,mix(bowl),mix,bowl
P05,mix(butter),mix,butter
P05,mix(carrot),mix,carrot
P05,mix(cheese),mix,cheese
P05,mix(chilli),mix,chilli
P05,mix(chocolate),mix,chocolate
P05,mix(curry),mix,curry
P05,mix(egg),mix,egg
P05,mix(flour),mix,flour
P05,mix(food),mix,food
P05,mix(garlic),mix,garlic
P05,mix(lentil),mix,lentil
P05,mix(milk),mix,milk
P05,mix(mixture),mix,mixture
P05,mix(nut),mix,nut
P05,mix(oatmeal),mix,oatmeal
P05,mix(onion),mix,onion
P05,mix(package),mix,package
P05,mix(pan),mix,pan
P05,mix(pasta),mix,pasta
P05,mix(recipe),mix,recipe
P05,mix(rice),mix,rice
P05,mix(salad),mix,salad
P05,mix(sauce),mix,sauce
P05,mix(slicer),mix,slicer
P05,mix(spice),mix,spice
P05,mix(spinach),mix,spinach
P05,mix(spoon),mix,spoon
P05,mix(tv),mix,tv
P05,mix(water),mix,water
P05,move(bacon),move,bacon
P05,move(bag),move,bag
P05,move(blender),move,blender
P05,move(board:chopping),move,board:chopping
P05,move(bottle),move,bottle
P05,move(bowl),move,bowl
P05,move(box),move,box
P05,move(bread),move,bread
P05,move(brush),move,brush
P05,move(can),move,can
P05,move(cheese),move,cheese
P05,move(chilli),move,chilli
P05,move(chocolate),move,chocolate
P05,move(colander),move,colander
P05,move(container),move,container
P05,move(coriander),move,coriander
P05,move(cover),move,cover
P05,move(cream),move,cream
P05,move(cup),move,cup
P05,move(curry),move,curry
P05,move(egg),move,egg
P05,move(food),move,food
P05,move(fork),move,fork
P05,move(garlic),move,garlic
P05,move(glass),move,glass
P05,move(grater),move,grater
P05,move(guard:hand),move,guard:hand
P05,move(hand),move,hand
P05,move(jar),move,jar
P05,move(kettle),move,kettle
P05,move(kitchen),move,kitchen
P05,move(knife),move,knife
P05,move(leaf),move,leaf
P05,move(lemon),move,lemon
P05,move(lentil),move,lentil
P05,move(lid),move,lid
P05,move(machine:washing),move,machine:washing
P05,move(mango),move,mango
P05,move(mixture),move,mixture
P05,move(nut),move,nut
P05,move(oatmeal),move,oatmeal
P05,move(oil),move,oil
P05,move(onion),move,onion
P05,move(onion:spring),move,onion:spring
P05,move(oven),move,oven
P05,move(package),move,package
P05,move(pan),move,pan
P05,move(pasta),move,pasta
P05,move(pea),move,pea
P05,move(pepper),move,pepper
P05,move(pestle),move,pestle
P05,move(phone),move,phone
P05,move(plate),move,plate
P05,move(pot),move,pot
P05,move(rice),move,rice
P05,move(sauce),move,sauce
P05,move(scale),move,scale
P05,move(shell:egg),move,shell:egg
P05,move(skin),move,skin
P05,move(spatula),move,spatula
P05,move(spinach),move,spinach
P05,move(spoon),move,spoon
P05,move(tap),move,tap
P05,move(tea),move,tea
P05,move(teapot),move,teapot
P05,move(tomato),move,tomato
P05,move(turmeric),move,turmeric
P05,move(vinegar),move,vinegar
P05,move(water),move,water
P05,open(bag),open,bag
P05,open(bin),open,bin
P05,open(box),open,box
P05,open(can),open,can
P05,open(container),open,container
P05,open(cupboard),open,cupboard
P05,open(dishwasher),open,dishwasher
P05,open(drawer),open,drawer
P05,open(egg),open,egg
P05,open(fridge),open,fridge
P05,open(hand),open,hand
P05,open(hob),open,hob
P05,open(lid),open,lid
P05,open(microwave),open,microwave
P05,open(package),open,package
P05,open(pepper),open,pepper
P05,open(phone),open,phone
P05,open(top),open,top
P05,open(window),open,window
P05,pat(banana),pat,banana
P05,pat(cheese),pat,cheese
P05,pat(colander),pat,colander
P05,pat(curry),pat,curry
P05,pat(food),pat,food
P05,pat(fork),pat,fork
P05,pat(knife),pat,knife
P05,pat(sauce),pat,sauce
P05,pat(spatula),pat,spatula
P05,pat(spoon),pat,spoon
P05,peel(cocktail),peel,cocktail
P05,peel(lid),peel,lid
P05,peel(onion),peel,onion
P05,peel(skin),peel,skin
P05,pour(bacon),pour,bacon
P05,pour(bowl),pour,bowl
P05,pour(chocolate),pour,chocolate
P05,pour(corn),pour,corn
P05,pour(cream),pour,cream
P05,pour(egg),pour,egg
P05,pour(hob),pour,hob
P05,pour(lentil),pour,lentil
P05,pour(liquid),pour,liquid
P05,pour(mango),pour,mango
P05,pour(milk),pour,milk
P05,pour(nut),pour,nut
P05,pour(oatmeal),pour,oatmeal
P05,pour(oil),pour,oil
P05,pour(pasta),pour,pasta
P05,pour(pea),pour,pea
P05,pour(raisin),pour,raisin
P05,pour(rice),pour,rice
P05,pour(salt),pour,salt
P05,pour(sauce),pour,sauce
P05,pour(sugar),pour,sugar
P05,pour(tea),pour,tea
P05,pour(tomato),pour,tomato
P05,pour(turmeric),pour,turmeric
P05,pour(vinegar),pour,vinegar
P05,pour(water),pour,water
P05,press(alarm),press,alarm
P05,press(bag),press,bag
P05,press(bottle),press,bottle
P05,press(bowl),press,bowl
P05,press(button),press,button
P05,press(carrot),press,carrot
P05,press(container),press,container
P05,press(cupboard),press,cupboard
P05,press(drawer),press,drawer
P05,press(garlic),press,garlic
P05,press(lid),press,lid
P05,press(oil),press,oil
P05,press(package),press,package
P05,press(pasta),press,pasta
P05,press(plate),press,plate
P05,press(scale),press,scale
P05,press(tv),press,tv
P05,press(watch),press,watch
P05,pull(banana),pull,banana
P05,pull(basket),pull,basket
P05,pull(bin),pull,bin
P05,pull(board:chopping),pull,board:chopping
P05,pull(bowl),pull,bowl
P05,pull(box),pull,box
P05,pull(cheese),pull,cheese
P05,pull(cinnamon),pull,cinnamon
P05,pull(clothes),pull,clothes
P05,pull(container),pull,container
P05,pull(dishwasher),pull,dishwasher
P05,pull(drawer),pull,drawer
P05,pull(food),pull,food
P05,pull(oatmeal),pull,oatmeal
P05,pull(onion),pull,onion
P05,pull(oven),pull,oven
P05,pull(package),pull,package
P05,pull(phone),pull,phone
P05,pull(pot),pull,pot
P05,pull(ring:onion),pull,ring:onion
P05,pull(rubber),pull,rubber
P05,pull(scale),pull,scale
P05,pull(shelf),pull,shelf
P05,pull(skin),pull,skin
P05,pull(spoon),pull,spoon
P05,pull(top),pull,top
P05,pull(wrap:plastic),pull,wrap:plastic
P05,put(aubergine),put,aubergine
P05,put(avocado),put,avocado
P05,put(bacon),put,bacon
P05,put(bag),put,bag
P05,put(banana),put,banana
P05,put(basil),put,basil
P05,put(blender),put,blender
P05,put(board:chopping),put,board:chopping
P05,put(bottle),put,bottle
P05,put(bowl),put,bowl
P05,put(box),put,box
P05,put(bread),put,bread
P05,put(brush),put,brush
P05,put(butter),put,butter
P05,put(can),put,can
P05,put(carrot),put,carrot
P05,put(chair),put,chair
P05,put(cheese),put,cheese
P05,put(chilli),put,chilli
P05,put(chocolate),put,chocolate
P05,put(cloth),put,cloth
P05,put(clothes),put,clothes
P05,put(cocktail),put,cocktail
P05,put(colander),put,colander
P05,put(container),put,container
P05,put(coriander),put,coriander
P05,put(cover),put,cover
P05,put(cream),put,cream
P05,put(cumin),put,cumin
P05,put(cup),put,cup
P05,put(curry),put,curry
P05,put(cutlery),put,cutlery
P05,put(dishwasher),put,dishwasher
P05,put(drawer),put,drawer
P05,put(drink),put,drink
P05,put(egg),put,egg
P05,put(flour),put,flour
P05,put(foil),put,foil
P05,put(food),put,food
P05,put(fork),put,fork
P05,put(garlic),put,garlic
P05,put(glass),put,glass
P05,put(grater),put,grater
P05,put(hand),put,hand
P05,put(heat),put,heat
P05,put(hob),put,hob
P05,put(jar),put,jar
P05,put(kettle),put,kettle
P05,put(knife),put,knife
P05,put(ladle),put,ladle
P05,put(lemon),put,lemon
P05,put(lentil),put,lentil
P05,put(lettuce),put,lettuce
P05,put(lid),put,lid
P05,put(liquid),put,liquid
P05,put(mango),put,mango
P05,put(milk),put,milk
P05,put(mixture),put,mixture
P05,put(nut),put,nut
P05,put(oatmeal),put,oatmeal
P05,put(oil),put,oil
P05,put(onion),put,onion
P05,put(onion:spring),put,onion:spring
P05,put(oven),put,oven
P05,put(package),put,package
P05,put(pan),put,pan
P05,put(paper),put,paper
P05,put(pasta),put,pasta
P05,put(pea),put,pea
P05,put(pepper),put,pepper
P05,put(pestle),put,pestle
P05,put(phone),put,phone
P05,put(plate),put,plate
P05,put(plum),put,plum
P05,put(pot),put,pot
P05,put(potato),put,potato
P05,put(raisin),put,raisin
P05,put(recipe),put,recipe
P05,put(rest),put,rest
P05,put(rice),put,rice
P05,put(rubbish),put,rubbish
P05,put(salad),put,salad
P05,put(salmon),put,salmon
P05,put(salt),put,salt
P05,put(sauce),put,sauce
P05,put(scale),put,scale
P05,put(shelf),put,shelf
P05,put(shell:egg),put,shell:egg
P05,put(skin),put,skin
P05,put(spatula),put,spatula
P05,put(spinach),put,spinach
P05,put(sponge),put,sponge
P05,put(spoon),put,spoon
P05,put(spreads),put,spreads
P05,put(stand),put,stand
P05,put(sugar),put,sugar
P05,put(tea),put,tea
P05,put(tomato),put,tomato
P05,put(top),put,top
P05,put(towel),put,towel
P05,put(turmeric),put,turmeric
P05,put(vinegar),put,vinegar
P05,put(water),put,water
P05,reach(drawer),reach,drawer
P05,reach(hand),reach,hand
P05,reach(package),reach,package
P05,reach(scale),reach,scale
P05,reach(top),reach,top
P05,remove(alarm),remove,alarm
P05,remove(blender),remove,blender
P05,remove(bowl),remove,bowl
P05,remove(carrot),remove,carrot
P05,remove(cheese),remove,cheese
P05,remove(chilli),remove,chilli
P05,remove(clothes),remove,clothes
P05,remove(cocktail),remove,cocktail
P05,remove(coffee),remove,coffee
P05,remove(colander),remove,colander
P05,remove(container),remove,container
P05,remove(cover),remove,cover
P05,remove(cup),remove,cup
P05,remove(dishwasher),remove,dishwasher
P05,remove(garlic),remove,garlic
P05,remove(glove),remove,glove
P05,remove(lettuce),remove,lettuce
P05,remove(lid),remove,lid
P05,remove(onion),remove,onion
P05,remove(oven),remove,oven
P05,remove(pan),remove,pan
P05,remove(pasta),remove,pasta
P05,remove(pot),remove,pot
P05,remove(rice),remove,rice
P05,remove(rubber),remove,rubber
P05,remove(sauce),remove,sauce
P05,remove(skin),remove,skin
P05,remove(spatula),remove,spatula
P05,remove(spoon),remove,spoon
P05,remove(water),remove,water
P05,remove(wrap:plastic),remove,wrap:plastic
P05,roll(bag),roll,bag
P05,scoop(aubergine),scoop,aubergine
P05,scoop(cup),scoop,cup
P05,scoop(curry),scoop,curry
P05,scoop(flour),scoop,flour
P05,scoop(food),scoop,food
P05,scoop(milk),scoop,milk
P05,scoop(mixture),scoop,mixture
P05,scoop(pasta),scoop,pasta
P05,scoop(rest),scoop,rest
P05,scoop(rice),scoop,rice
